conversation_id,tweet_id,created_at,author_id,text,label,split
569284,569284,Sun Dec 03 02:36:35 +0000 2017,253595,I’ve been waiting over 2 hours for a technician this is just no good...,support_process,train
620187,620187,Wed Nov 22 15:34:04 +0000 2017,267195,"@115858 brand new iPhone 8+ and all of my group chat messages come to me like this.... tried a lot of different settings and restarts, still nothing. The group gets my texts, but I️ don’t receive theirs. #iPhone8Plus",software_bug,train
627960,627960,Wed Nov 22 13:25:17 +0000 2017,268730,"Hi @AppleSupport , why can’t I airdrop photos between iPhone X to iPhone X?",connectivity,train
641960,641960,Wed Nov 22 20:23:40 +0000 2017,272347,Hey @115858 I have HAD it with this Live Camera bs. I had finally gotten it to stay turned off before the update and now I’m back to square1.,software_bug,train
690384,690384,Wed Oct 18 11:03:00 +0000 2017,284975,Fucking hell the worst update ever. Phones basically fucked now. Cheers @AppleSupport,general_complaint,train
709540,709540,Tue Oct 10 19:05:01 +0000 2017,289657,Phone has completely broke so if u need me you'll have to contact via either DM or by carrier pigeon,device_hardware,train
710661,710661,Tue Oct 10 20:38:05 +0000 2017,289937,$350 to replace my water damaged phone and now my watch refuses to pair to the new one @115858 whyyyyyyy,connectivity,train
711139,711139,Tue Oct 10 21:05:10 +0000 2017,290067,I can't hear calls on my iPhone. WTF @AppleSupport ? It worked fine yesterday. @1647 about to get a new customer,device_hardware,train
718093,718093,Wed Oct 11 00:18:01 +0000 2017,291952,your updates for #iPhone bite. Can't even connect to WiFi at @32366 #ditchiPhoneGoAndroid #iPhone7Horrible #sad #lotsofissues,connectivity,test
719923,719923,Wed Oct 11 00:36:51 +0000 2017,292299,can you guys provide an iOS 11 update that doesn’t mess with our service because yea this sucks,connectivity,train
740987,740987,Wed Oct 11 09:21:47 +0000 2017,297214,Obg @AppleSupport por estragar a bateria do meu celular novinho,device_hardware,train
764343,764343,Sat Oct 07 04:40:03 +0000 2017,302671,ugghhh my kids phone keeps messing up! now i'm have to get her a new #iphone @AppleSupport,general_complaint,train
810185,810185,Sun Oct 08 10:12:12 +0000 2017,313044,"Dear, Apple, any way to fix the ""iCloud storage is full"" (but it is not) bug without making a call 8 800 30 772? @AppleSupport",account_icloud,train
861368,861368,Fri Oct 20 16:07:38 +0000 2017,324530,After the last @115858 update does anyone else’s phone battery die soo quickly ?,software_bug,train
905934,905934,Fri Oct 20 23:40:06 +0000 2017,335076,why is my battery crap on my iPhone 6 after the new update? No I don’t want to upgrade!,software_bug,val
908471,908471,Sat Oct 21 00:53:25 +0000 2017,335754,having some trouble since updating my iPhone to #ios1103 I can’t seem to download music on Apple Music and access playlists ?,software_bug,train
925370,925370,Sat Oct 21 03:39:58 +0000 2017,339597,"Ever since I updated my phone, it’s been sooo slow and keeps crashing! @AppleSupport",software_bug,test
943574,943574,Sat Oct 21 08:01:35 +0000 2017,343716,"hi i have updated my phone 6 and camera is not working proper, whatsapp is not working..",software_bug,train
957788,957788,Wed Oct 11 06:25:51 +0000 2017,211918,MacOS'da 3-4 sürümdür cihazı kapatıp açtığımda ses dengesinin ortadan sağ hoparlöre geçtiğini görüyorum. 2 yıldır falan böyle @AppleSupport,software_bug,train
97013,97013,Thu Nov 30 15:46:36 +0000 2017,137175,Apple really needs to do better. First with the hieroglyphics now they change it to I.T . Why would that be the correct spelling? Huh Apple? 🙄,software_bug,val
